,genero,edad,ciudad,fecha_registro,fecha_pedido,nombre_restaurante,nombre_plato,categoria,cantidad,precio,metodo_pago,frecuencia_pedidos,fecha_ultimo_pedido,puntos_fidelidad,abandono,calificacion,fecha_calificacion,estado_entrega
3709,Other,Teenager,Multan,2023-08-25,2024-11-14,KFC,Burger,Continental,3,1048.74,Card,9,2024-11-26,388,Inactive,3,2024-12-20,Delivered
3710,Other,Adult,Multan,2025-03-08,2024-11-14,Burger King,Pasta,Italian,4,349.62,Cash,6,2024-08-23,278,Active,1,2024-04-11,Delayed
3711,Female,Teenager,Multan,2024-08-13,2024-11-14,Pizza Hut,Fries,Dessert,5,1161.99,Card,35,2025-03-03,311,Inactive,1,2025-03-16,Delivered
3712,Male,Senior,Peshawar,2023-12-12,2024-11-14,Burger King,Pasta,Fast Food,4,1492.65,Wallet,40,2025-05-01,421,Active,4,2025-02-08,Delivered
3713,Other,Teenager,Peshawar,2024-05-24,2024-11-14,KFC,Pizza,Fast Food,3,472.78,Wallet,31,2025-12-06,389,Active,4,2024-10-17,Cancelled
3714,Other,Senior,Multan,2025-04-06,2024-11-14,Pizza Hut,Pasta,Continental,5,1363.7,Wallet,24,2025-11-04,295,Inactive,4,2025-02-13,Delivered
3715,Other,Teenager,Multan,2024-03-01,2024-11-14,Subway,Burger,Fast Food,1,857.54,Card,28,2024-09-23,8,Active,2,2024-09-15,Delayed
3716,Female,Teenager,Islamabad,2025-08-06,2024-11-14,KFC,Pizza,Italian,3,1121.35,Cash,5,2025-04-04,133,Inactive,5,2025-07-19,Cancelled
3717,Female,Teenager,Islamabad,2024-04-30,2024-11-14,Pizza Hut,Sandwich,Chinese,2,591.55,Card,11,2025-06-03,355,Inactive,2,2025-05-27,Delayed
3718,Other,Senior,Karachi,2025-05-02,2024-11-15,KFC,Pizza,Dessert,4,1473.63,Cash,13,2025-06-25,391,Active,3,2024-12-29,Cancelled
3719,Other,Senior,Multan,2023-09-19,2024-11-15,McDonald's,Pasta,Dessert,3,819.64,Card,48,2025-05-04,160,Active,4,2025-01-21,Delivered
3720,Other,Senior,Multan,2024-07-23,2024-11-15,Subway,Fries,Fast Food,4,405.53,Cash,17,2025-09-07,398,Active,3,2024-10-15,Delayed
3721,Male,Adult,Islamabad,2025-02-18,2024-11-15,Pizza Hut,Sandwich,Chinese,4,1241.42,Wallet,45,2025-05-14,28,Active,2,2025-06-17,Cancelled
3722,Male,Adult,Islamabad,2024-07-31,2024-11-15,McDonald's,Burger,Continental,2,549.02,Wallet,37,2025-05-15,453,Inactive,4,2024-09-28,Cancelled
3723,Female,Adult,Peshawar,2024-05-27,2024-11-15,KFC,Pasta,Fast Food,1,812.25,Wallet,3,2025-03-31,41,Active,5,2025-12-02,Delivered
3724,Male,Adult,Islamabad,2024-11-18,2024-11-15,Subway,Pizza,Dessert,2,277.03,Cash,14,2025-01-31,443,Inactive,1,2024-11-13,Delayed
3725,Female,Teenager,Lahore,2024-03-23,2024-11-15,Burger King,Sandwich,Fast Food,5,1438.22,Wallet,19,2025-06-02,472,Inactive,1,2025-04-06,Delayed
3726,Male,Senior,Karachi,2023-02-10,2024-11-16,Pizza Hut,Burger,Dessert,3,1038.27,Card,20,2024-09-12,435,Inactive,2,2024-12-15,Delivered
3727,Male,Teenager,Islamabad,2024-09-19,2024-11-16,KFC,Pizza,Chinese,4,203.09,Wallet,44,2025-04-03,104,Active,4,2025-11-07,Delayed
3728,Male,Adult,Peshawar,2023-11-13,2024-11-16,Subway,Pizza,Continental,3,1286.63,Cash,46,2024-08-21,413,Inactive,1,2025-06-24,Delivered
3729,Male,Senior,Karachi,2024-05-03,2024-11-16,Burger King,Pizza,Dessert,5,348.1,Cash,4,2025-08-01,233,Inactive,2,2025-05-17,Cancelled
3730,Other,Adult,Peshawar,2023-08-27,2024-11-16,Burger King,Sandwich,Chinese,4,291.85,Wallet,22,2025-08-06,167,Active,1,2025-12-07,Delivered
3731,Other,Senior,Karachi,2025-07-13,2024-11-16,McDonald's,Pizza,Fast Food,4,1366.26,Cash,15,2025-06-14,426,Active,1,2025-01-31,Delayed
3732,Other,Adult,Islamabad,2025-05-08,2024-11-16,Subway,Pasta,Chinese,1,1296.47,Cash,37,2024-07-10,381,Inactive,1,2025-06-08,Delivered
3733,Other,Adult,Lahore,2024-11-19,2024-11-16,Subway,Pasta,Continental,4,389.67,Cash,39,2025-04-06,137,Inactive,5,2025-03-27,Delivered
3734,Male,Teenager,Multan,2024-07-09,2024-11-16,Pizza Hut,Pizza,Fast Food,5,180.74,Cash,7,2025-05-07,86,Inactive,3,2024-08-22,Cancelled
3735,Male,Adult,Lahore,2024-04-21,2024-11-16,McDonald's,Pasta,Fast Food,1,1477.18,Card,30,2025-10-01,63,Active,1,2024-12-17,Delayed
3736,Other,Adult,Islamabad,2025-10-05,2024-11-16,Subway,Fries,Dessert,4,299.61,Cash,48,2024-05-12,436,Inactive,2,2025-03-21,Delivered
3737,Female,Senior,Peshawar,2024-08-19,2024-11-17,Burger King,Pizza,Italian,2,1040.99,Card,7,2025-07-13,266,Active,1,2025-03-08,Cancelled
3738,Male,Teenager,Lahore,2025-03-28,2024-11-17,Pizza Hut,Fries,Chinese,1,1064.22,Card,38,2025-02-19,214,Inactive,3,2025-06-27,Cancelled
3739,Male,Teenager,Islamabad,2023-11-18,2024-11-17,KFC,Sandwich,Chinese,4,1279.27,Cash,36,2024-12-18,415,Inactive,1,2025-06-26,Delayed
3740,Male,Senior,Karachi,2024-08-01,2024-11-17,Burger King,Pizza,Italian,5,1001.84,Card,8,2025-06-29,450,Active,1,2024-11-10,Delivered
3741,Male,Teenager,Islamabad,2024-01-19,2024-11-17,McDonald's,Sandwich,Dessert,3,205.69,Wallet,47,2024-04-12,234,Inactive,1,2025-05-21,Delayed
3742,Other,Senior,Multan,2024-04-16,2024-11-17,KFC,Pizza,Dessert,3,140.33,Cash,5,2024-11-30,141,Inactive,5,2025-12-02,Delayed
3743,Male,Adult,Karachi,2025-06-29,2024-11-17,KFC,Fries,Italian,1,814.93,Card,45,2025-07-18,73,Active,4,2025-04-29,Delayed
3744,Female,Teenager,Multan,2023-09-14,2024-11-17,Subway,Pasta,Continental,3,1254.43,Card,8,2025-06-02,174,Inactive,5,2024-02-10,Delayed
3745,Female,Adult,Multan,2025-06-23,2024-11-18,KFC,Sandwich,Fast Food,4,894.49,Cash,43,2025-12-07,392,Active,4,2024-03-10,Delayed
3746,Other,Teenager,Multan,2024-08-26,2024-11-18,Burger King,Pizza,Chinese,5,147.72,Wallet,30,2024-12-12,157,Inactive,1,2024-02-11,Delayed
3747,Other,Senior,Lahore,2024-05-11,2024-11-18,Pizza Hut,Pizza,Chinese,2,351.31,Card,7,2024-12-27,439,Active,2,2024-04-12,Delayed
3748,Male,Teenager,Peshawar,2024-04-14,2024-11-18,Burger King,Pizza,Chinese,1,990.53,Cash,45,2025-11-05,215,Inactive,4,2024-11-22,Cancelled
3749,Male,Adult,Islamabad,2025-06-23,2024-11-18,Subway,Fries,Fast Food,2,1432.71,Wallet,23,2025-07-02,137,Active,4,2024-12-13,Delayed
3750,Male,Adult,Peshawar,2023-12-11,2024-11-18,McDonald's,Sandwich,Fast Food,2,1117.63,Wallet,49,2025-02-24,13,Inactive,3,2024-05-10,Cancelled
3751,Female,Teenager,Peshawar,2024-10-13,2024-11-18,McDonald's,Fries,Chinese,1,1037.69,Card,11,2025-01-14,1,Active,5,2025-09-01,Delayed
3752,Female,Adult,Karachi,2024-12-11,2024-11-18,Pizza Hut,Burger,Fast Food,1,512.75,Card,50,2024-09-16,443,Inactive,4,2025-04-13,Delayed
3753,Male,Teenager,Islamabad,2024-12-05,2024-11-18,Subway,Pasta,Dessert,5,169.76,Card,26,2025-06-24,115,Inactive,5,2025-03-13,Cancelled
3754,Female,Adult,Multan,2024-07-22,2024-11-19,Pizza Hut,Pasta,Fast Food,3,126.22,Wallet,34,2025-06-16,433,Active,4,2024-09-20,Cancelled
3755,Male,Adult,Multan,2024-06-07,2024-11-19,KFC,Pizza,Italian,1,1370.11,Wallet,3,2025-05-16,490,Active,3,2024-02-09,Delayed
3756,Other,Teenager,Islamabad,2024-12-01,2024-11-19,Pizza Hut,Pizza,Chinese,1,684.82,Cash,7,2025-06-19,439,Inactive,4,2024-11-26,Delivered
3757,Other,Senior,Islamabad,2024-09-13,2024-11-19,McDonald's,Pasta,Italian,4,723.37,Card,42,2024-11-12,283,Active,4,2025-01-16,Cancelled
3758,Female,Teenager,Lahore,2023-09-20,2024-11-19,Burger King,Pasta,Italian,2,1200.02,Wallet,10,2024-12-26,163,Active,3,2024-12-31,Delayed
3759,Male,Adult,Islamabad,2023-12-28,2024-11-19,Pizza Hut,Fries,Chinese,3,896.38,Cash,28,2024-10-19,392,Inactive,1,2025-11-02,Delayed
3760,Male,Adult,Karachi,2024-06-19,2024-11-19,Subway,Pizza,Dessert,5,735.35,Wallet,49,2025-01-18,103,Inactive,5,2025-08-17,Cancelled
3761,Male,Senior,Islamabad,2024-07-18,2024-11-20,McDonald's,Burger,Chinese,2,1194.42,Cash,12,2025-06-19,387,Active,3,2025-10-07,Delivered
3762,Other,Senior,Peshawar,2024-10-29,2024-11-20,KFC,Fries,Fast Food,1,1445.68,Card,25,2024-11-22,260,Inactive,1,2025-06-13,Delivered
3763,Other,Senior,Karachi,2025-01-03,2024-11-20,Burger King,Burger,Dessert,2,982.19,Cash,23,2024-11-30,400,Inactive,5,2025-06-14,Cancelled
3764,Male,Senior,Lahore,2025-01-07,2024-11-20,McDonald's,Pasta,Dessert,1,181.84,Card,6,2025-08-15,63,Active,2,2025-11-08,Delayed
3765,Other,Adult,Islamabad,2025-06-04,2024-11-20,Burger King,Fries,Dessert,4,1264.74,Wallet,6,2025-05-21,341,Inactive,4,2025-07-05,Delivered
3766,Other,Senior,Multan,2024-08-30,2024-11-20,Burger King,Burger,Dessert,5,445.2,Wallet,26,2025-05-07,250,Inactive,5,2024-06-12,Delivered
3767,Male,Senior,Multan,2024-11-10,2024-11-20,Subway,Sandwich,Italian,2,329.48,Wallet,26,2025-01-05,417,Inactive,5,2025-03-28,Delayed
3768,Male,Teenager,Peshawar,2024-11-28,2024-11-20,Burger King,Pizza,Italian,3,957.18,Cash,17,2025-07-08,400,Inactive,2,2025-10-04,Delivered
3769,Female,Senior,Lahore,2024-06-07,2024-11-20,Subway,Pizza,Italian,1,932.04,Cash,23,2025-03-26,299,Inactive,2,2024-08-23,Delivered
3770,Other,Adult,Peshawar,2024-12-09,2024-11-20,Subway,Fries,Dessert,1,958.15,Card,28,2025-03-02,195,Active,1,2025-04-02,Cancelled
3771,Female,Teenager,Islamabad,2025-06-27,2024-11-21,Pizza Hut,Pasta,Fast Food,4,293.94,Card,50,2024-10-16,368,Active,1,2025-07-13,Delayed
3772,Male,Adult,Multan,2024-06-22,2024-11-21,Burger King,Sandwich,Dessert,2,289.45,Wallet,48,2025-03-23,290,Inactive,5,2025-09-04,Cancelled
3773,Female,Adult,Multan,2024-02-27,2024-11-21,KFC,Burger,Italian,5,492.96,Wallet,16,2025-01-27,243,Active,2,2025-04-06,Cancelled
3774,Female,Senior,Multan,2025-03-20,2024-11-21,KFC,Burger,Chinese,5,1041.32,Card,24,2024-08-23,468,Inactive,5,2024-01-09,Delayed
3775,Female,Senior,Multan,2024-01-24,2024-11-21,Burger King,Sandwich,Fast Food,5,1097.32,Cash,28,2025-12-07,14,Active,1,2025-05-08,Cancelled
3776,Other,Senior,Multan,2024-03-05,2024-11-21,Subway,Burger,Fast Food,2,524.22,Cash,44,2025-11-03,351,Active,1,2024-10-22,Cancelled
3777,Male,Teenager,Lahore,2025-10-02,2024-11-21,Pizza Hut,Pasta,Italian,4,1330.56,Cash,26,2025-03-16,84,Inactive,1,2024-09-21,Cancelled
3778,Female,Adult,Lahore,2024-10-18,2024-11-21,KFC,Pasta,Dessert,5,122.48,Wallet,48,2024-12-30,343,Inactive,2,2025-03-16,Cancelled
3779,Male,Adult,Peshawar,2024-04-06,2024-11-22,Pizza Hut,Burger,Continental,3,1243.86,Card,7,2024-09-14,42,Inactive,5,2025-05-14,Cancelled
3780,Female,Teenager,Peshawar,2024-08-28,2024-11-22,KFC,Pasta,Chinese,2,1213.45,Card,42,2025-07-13,220,Active,3,2024-11-24,Delayed
3781,Female,Senior,Lahore,2025-04-30,2024-11-22,McDonald's,Pizza,Continental,4,227.75,Cash,41,2025-04-24,270,Active,4,2025-08-03,Cancelled
3782,Male,Senior,Islamabad,2025-08-17,2024-11-22,Pizza Hut,Fries,Italian,5,1033.02,Wallet,39,2024-06-09,194,Active,1,2025-03-02,Delayed
3783,Other,Senior,Islamabad,2024-08-14,2024-11-22,McDonald's,Sandwich,Fast Food,1,1339.7,Card,2,2025-08-01,254,Active,4,2025-04-02,Cancelled
3784,Male,Senior,Karachi,2024-09-11,2024-11-22,Burger King,Burger,Chinese,1,1282.69,Card,32,2025-06-25,98,Inactive,3,2025-02-24,Delayed
3785,Other,Senior,Multan,2024-07-24,2024-11-23,KFC,Pasta,Italian,3,498.08,Cash,49,2024-10-26,7,Inactive,5,2024-02-09,Delivered
3786,Other,Adult,Karachi,2025-05-31,2024-11-23,McDonald's,Sandwich,Fast Food,2,951.13,Card,2,2024-11-09,372,Active,3,2025-01-06,Delivered
3787,Female,Adult,Peshawar,2024-01-10,2024-11-23,Burger King,Sandwich,Chinese,4,475.64,Card,40,2025-05-05,102,Active,4,2025-01-24,Delivered
3788,Male,Senior,Karachi,2025-05-13,2024-11-23,KFC,Burger,Continental,1,973.73,Card,25,2025-04-20,147,Active,1,2025-05-16,Delayed
3789,Other,Teenager,Lahore,2024-08-16,2024-11-23,Subway,Pasta,Dessert,3,228.07,Cash,2,2025-06-01,423,Active,2,2024-12-30,Cancelled
3790,Male,Teenager,Peshawar,2025-03-18,2024-11-23,KFC,Sandwich,Italian,3,848.61,Card,37,2024-10-21,169,Inactive,2,2025-07-22,Delivered
3791,Male,Teenager,Islamabad,2025-04-18,2024-11-23,McDonald's,Pasta,Dessert,3,244.57,Cash,14,2024-09-22,463,Active,1,2025-06-22,Delayed
3792,Female,Senior,Islamabad,2025-05-15,2024-11-23,Pizza Hut,Pizza,Italian,2,1258.48,Card,5,2024-11-30,3,Inactive,2,2025-04-23,Delivered
3793,Male,Teenager,Lahore,2025-05-08,2024-11-24,Subway,Burger,Chinese,3,1316.11,Card,41,2025-01-19,104,Active,5,2025-06-15,Delivered
3794,Other,Adult,Multan,2024-04-12,2024-11-24,Pizza Hut,Pasta,Fast Food,5,1450.74,Wallet,41,2025-09-05,448,Inactive,4,2024-06-12,Delayed
3795,Male,Senior,Lahore,2024-11-22,2024-11-24,Pizza Hut,Pasta,Dessert,4,899.68,Wallet,25,2024-12-20,227,Active,4,2024-12-31,Delivered
3796,Male,Senior,Peshawar,2025-02-02,2024-11-24,Pizza Hut,Pizza,Chinese,1,649.02,Card,37,2024-11-09,179,Active,5,2024-11-24,Cancelled
3797,Male,Senior,Peshawar,2023-04-11,2024-11-24,KFC,Pizza,Italian,3,579.57,Card,13,2024-12-30,451,Inactive,3,2025-07-19,Delayed
3798,Other,Teenager,Karachi,2024-08-11,2024-11-24,Subway,Fries,Fast Food,1,525.89,Cash,35,2025-05-14,224,Inactive,4,2024-09-09,Delayed
3799,Female,Teenager,Multan,2024-05-17,2024-11-24,KFC,Sandwich,Chinese,2,1050.98,Card,32,2025-05-30,175,Active,3,2025-02-27,Delivered
3800,Male,Adult,Karachi,2024-07-02,2024-11-24,Burger King,Pizza,Chinese,5,522.31,Card,17,2025-11-08,188,Inactive,5,2025-08-20,Delivered
3801,Female,Adult,Karachi,2023-08-27,2024-11-24,Subway,Fries,Continental,2,726.74,Wallet,3,2025-04-04,385,Inactive,4,2024-06-11,Delayed
3802,Male,Adult,Multan,2024-05-26,2024-11-24,Pizza Hut,Burger,Fast Food,1,868.17,Card,5,2025-06-02,169,Inactive,4,2025-05-14,Delivered
3803,Other,Teenager,Karachi,2024-12-08,2024-11-24,KFC,Pasta,Dessert,2,179.09,Cash,16,2024-06-09,291,Active,2,2024-11-13,Delivered
3804,Male,Teenager,Karachi,2023-08-25,2024-11-25,Subway,Pasta,Chinese,2,838.32,Cash,44,2024-11-24,170,Inactive,2,2025-08-14,Delayed
3805,Other,Teenager,Karachi,2024-10-14,2024-11-25,McDonald's,Pizza,Dessert,2,220.91,Cash,10,2025-06-25,5,Inactive,4,2024-12-31,Cancelled
3806,Female,Senior,Karachi,2025-06-27,2024-11-25,Burger King,Pizza,Dessert,4,968.41,Wallet,18,2024-08-25,263,Inactive,3,2025-04-08,Cancelled
3807,Male,Adult,Islamabad,2024-05-29,2024-11-25,KFC,Pizza,Chinese,2,1412.68,Wallet,48,2025-07-24,220,Active,5,2025-10-07,Delayed
3808,Male,Teenager,Lahore,2024-12-15,2024-11-25,McDonald's,Burger,Italian,1,490.73,Wallet,18,2024-11-25,485,Inactive,5,2025-07-22,Cancelled
3809,Other,Teenager,Peshawar,2024-11-20,2024-11-25,Pizza Hut,Sandwich,Dessert,5,889.38,Card,36,2025-11-01,85,Inactive,4,2025-04-22,Cancelled
3810,Female,Teenager,Karachi,2025-08-14,2024-11-25,KFC,Pasta,Italian,5,777.72,Card,38,2025-08-18,150,Active,2,2025-06-07,Delayed
3811,Female,Teenager,Islamabad,2023-08-11,2024-11-25,KFC,Fries,Dessert,4,1010.52,Wallet,10,2024-11-09,135,Active,2,2025-04-17,Cancelled
3812,Male,Teenager,Peshawar,2024-06-25,2024-11-26,Subway,Pizza,Italian,3,440.85,Wallet,28,2025-07-13,278,Active,1,2024-12-25,Delivered
3813,Female,Teenager,Karachi,2023-10-13,2024-11-26,KFC,Fries,Chinese,4,1078.46,Card,6,2025-06-05,475,Inactive,5,2025-03-02,Cancelled
3814,Male,Teenager,Karachi,2023-11-09,2024-11-26,Subway,Pizza,Chinese,1,406.4,Card,36,2024-09-20,202,Inactive,3,2025-09-04,Delayed
3815,Male,Adult,Peshawar,2025-05-25,2024-11-26,McDonald's,Sandwich,Chinese,4,530.11,Wallet,50,2025-04-24,220,Active,2,2025-05-21,Cancelled
3816,Male,Adult,Lahore,2025-07-01,2024-11-26,KFC,Pizza,Continental,3,590.16,Cash,43,2025-06-16,135,Active,3,2024-07-11,Delivered
3817,Other,Adult,Karachi,2024-06-13,2024-11-26,Burger King,Pizza,Continental,1,415.59,Card,35,2025-11-03,363,Inactive,3,2025-04-05,Cancelled
3818,Other,Senior,Multan,2025-05-25,2024-11-26,McDonald's,Fries,Italian,2,302.13,Card,23,2024-01-12,122,Active,2,2025-03-23,Delivered
3819,Female,Teenager,Karachi,2024-01-25,2024-11-27,Subway,Fries,Continental,2,802.35,Card,50,2024-05-11,430,Inactive,5,2024-10-16,Delivered
3820,Male,Senior,Peshawar,2024-05-18,2024-11-27,Subway,Sandwich,Continental,1,179.6,Wallet,19,2024-09-20,416,Active,2,2025-07-15,Cancelled
3821,Other,Senior,Lahore,2025-06-14,2024-11-27,Pizza Hut,Pasta,Continental,2,440.33,Cash,44,2024-09-14,107,Active,3,2025-01-07,Delayed
3822,Other,Teenager,Islamabad,2023-06-12,2024-11-27,Burger King,Pasta,Fast Food,5,942.59,Card,42,2025-01-03,457,Inactive,3,2025-09-03,Delayed
3823,Female,Adult,Karachi,2024-12-03,2024-11-27,Pizza Hut,Fries,Dessert,5,1080.45,Wallet,47,2024-09-27,132,Active,2,2024-11-16,Cancelled
3824,Male,Adult,Islamabad,2024-03-19,2024-11-27,Burger King,Pizza,Dessert,4,186.49,Wallet,24,2024-12-15,293,Inactive,2,2024-08-25,Delayed
3825,Female,Teenager,Lahore,2024-09-22,2024-11-28,Pizza Hut,Pizza,Chinese,3,1276.64,Cash,34,2025-03-19,421,Active,3,2025-10-01,Delivered
3826,Other,Teenager,Karachi,2024-04-02,2024-11-28,KFC,Sandwich,Chinese,2,730.95,Wallet,39,2025-02-19,180,Active,1,2025-01-06,Delayed
3827,Other,Adult,Karachi,2025-06-29,2024-11-28,McDonald's,Pasta,Fast Food,1,1179.22,Cash,38,2025-04-01,116,Active,4,2024-09-25,Delivered
3828,Female,Adult,Peshawar,2023-11-24,2024-11-28,McDonald's,Pizza,Chinese,4,1006.48,Wallet,9,2025-07-07,486,Active,5,2024-09-22,Delayed
3829,Male,Adult,Peshawar,2023-09-15,2024-11-28,KFC,Sandwich,Dessert,1,1298.99,Cash,41,2025-01-01,121,Inactive,3,2025-03-31,Cancelled
3830,Other,Teenager,Multan,2025-02-18,2024-11-28,McDonald's,Fries,Chinese,3,1176.35,Wallet,16,2025-01-03,107,Active,2,2025-04-07,Cancelled
3831,Male,Teenager,Karachi,2024-11-28,2024-11-28,Pizza Hut,Sandwich,Continental,3,555.44,Cash,29,2025-05-20,13,Inactive,4,2024-12-18,Cancelled
3832,Female,Teenager,Islamabad,2023-08-23,2024-11-28,Burger King,Burger,Continental,1,230.9,Cash,26,2025-06-21,456,Inactive,2,2025-04-22,Delivered
3833,Male,Adult,Karachi,2023-10-09,2024-11-28,Pizza Hut,Fries,Italian,5,967.5,Card,1,2024-09-30,469,Active,1,2024-08-21,Delayed
3834,Male,Adult,Peshawar,2024-12-11,2024-11-28,McDonald's,Sandwich,Fast Food,2,1408.57,Wallet,11,2025-11-01,442,Inactive,5,2025-02-15,Delivered
3835,Other,Adult,Karachi,2023-09-30,2024-11-29,KFC,Pizza,Dessert,4,110.77,Card,18,2025-11-08,370,Active,1,2024-10-20,Delayed
3836,Male,Teenager,Multan,2025-02-18,2024-11-29,McDonald's,Burger,Dessert,5,847.57,Cash,48,2025-06-26,71,Inactive,2,2025-03-18,Cancelled
3837,Female,Teenager,Multan,2023-09-15,2024-11-29,Pizza Hut,Pasta,Dessert,2,398.9,Card,46,2025-07-07,181,Inactive,5,2025-05-15,Cancelled
3838,Male,Senior,Multan,2025-05-23,2024-11-29,Burger King,Fries,Italian,4,1324.72,Cash,32,2025-10-08,298,Active,5,2025-06-25,Cancelled
3839,Other,Adult,Multan,2024-08-25,2024-11-29,McDonald's,Pasta,Italian,5,310.1,Cash,45,2025-03-05,352,Inactive,3,2025-07-14,Delivered
3840,Other,Teenager,Karachi,2025-03-14,2024-11-29,McDonald's,Pasta,Chinese,3,330.17,Cash,37,2025-01-01,121,Active,2,2024-10-18,Delivered
3841,Male,Adult,Islamabad,2024-08-29,2024-11-29,Pizza Hut,Pasta,Chinese,3,200.9,Cash,22,2025-07-07,116,Active,3,2024-09-19,Delivered
3842,Male,Adult,Peshawar,2024-01-04,2024-11-30,Pizza Hut,Pizza,Dessert,4,1362.98,Cash,25,2025-08-13,65,Active,3,2025-01-16,Delayed
3843,Female,Senior,Islamabad,2024-08-11,2024-11-30,Burger King,Fries,Continental,5,116.33,Wallet,25,2025-06-08,383,Inactive,2,2025-08-14,Cancelled
3844,Female,Adult,Islamabad,2025-04-05,2024-11-30,McDonald's,Sandwich,Italian,5,1438.65,Card,29,2024-08-29,255,Active,4,2024-12-09,Delivered
3845,Other,Senior,Peshawar,2025-12-06,2024-11-30,Burger King,Pasta,Fast Food,5,186.09,Wallet,15,2025-03-02,308,Inactive,4,2024-02-12,Delayed
3846,Female,Teenager,Islamabad,2025-08-05,2024-11-30,Subway,Fries,Chinese,2,417.65,Wallet,43,2025-09-07,286,Inactive,1,2025-09-02,Cancelled
3847,Female,Teenager,Karachi,2024-09-18,2024-11-30,KFC,Sandwich,Dessert,5,1231.59,Cash,27,2025-04-21,130,Inactive,5,2025-07-16,Delivered
3848,Female,Adult,Peshawar,2024-08-08,2024-11-30,Burger King,Pizza,Continental,3,824.45,Wallet,1,2025-04-21,252,Active,5,2025-01-18,Cancelled
3849,Other,Adult,Lahore,2025-06-27,2024-11-30,Subway,Fries,Dessert,2,794.81,Card,44,2025-09-02,122,Active,4,2025-03-25,Cancelled
3850,Male,Senior,Karachi,2024-02-09,2024-11-30,KFC,Pizza,Chinese,5,241.62,Card,35,2024-01-11,111,Inactive,2,2025-01-04,Delivered
3851,Female,Teenager,Islamabad,2024-02-14,2024-11-30,KFC,Sandwich,Dessert,2,428.87,Card,31,2025-06-24,58,Inactive,1,2024-11-16,Cancelled
3852,Other,Senior,Islamabad,2025-01-08,2024-11-30,McDonald's,Fries,Fast Food,5,105.49,Wallet,25,2024-11-14,162,Active,1,2024-11-10,Delivered
3853,Male,Senior,Lahore,2023-02-09,2024-11-30,McDonald's,Sandwich,Fast Food,3,155.05,Card,39,2024-08-24,465,Inactive,5,2024-12-20,Delayed
3854,Female,Senior,Lahore,2024-04-03,2024-01-12,Pizza Hut,Pasta,Chinese,3,636.54,Wallet,34,2025-07-01,350,Active,4,2025-10-05,Delivered
3855,Other,Senior,Islamabad,2024-04-19,2024-01-12,KFC,Pasta,Dessert,2,925.66,Cash,12,2024-10-10,139,Inactive,3,2024-10-19,Delayed
3856,Female,Adult,Lahore,2024-11-19,2024-01-12,McDonald's,Burger,Continental,3,1302.66,Cash,8,2025-01-18,252,Active,4,2025-01-20,Delayed
3857,Female,Senior,Peshawar,2024-03-16,2024-01-12,Subway,Burger,Continental,4,278.33,Wallet,34,2025-11-05,94,Active,1,2024-05-11,Delivered
3858,Male,Teenager,Karachi,2024-01-31,2024-01-12,Burger King,Pizza,Continental,1,1355.24,Card,39,2025-06-19,377,Active,5,2024-10-31,Delivered
3859,Female,Senior,Lahore,2025-05-15,2024-02-12,Pizza Hut,Pizza,Chinese,1,809.79,Cash,1,2024-10-12,273,Inactive,3,2024-12-24,Cancelled
3860,Male,Teenager,Peshawar,2024-11-25,2024-02-12,Pizza Hut,Pasta,Continental,1,303.5,Cash,17,2025-06-23,226,Active,1,2024-09-17,Delivered
3861,Male,Senior,Multan,2025-03-29,2024-02-12,Subway,Fries,Italian,2,268.89,Card,12,2024-08-21,247,Active,2,2024-10-31,Delivered
3862,Male,Adult,Islamabad,2024-12-07,2024-02-12,Burger King,Fries,Italian,3,1292.29,Cash,42,2025-05-30,226,Inactive,5,2025-01-17,Delivered
3863,Other,Adult,Multan,2024-07-30,2024-02-12,Pizza Hut,Sandwich,Italian,1,596.37,Cash,14,2024-11-24,485,Inactive,2,2024-07-12,Delayed
3864,Other,Senior,Peshawar,2024-04-27,2024-02-12,McDonald's,Burger,Dessert,1,1160.73,Card,21,2025-08-18,494,Inactive,4,2024-01-12,Delayed
3865,Female,Adult,Multan,2024-07-21,2024-02-12,KFC,Burger,Dessert,2,997.28,Card,26,2024-12-16,176,Active,1,2025-11-05,Delivered
3866,Male,Teenager,Multan,2024-03-24,2024-02-12,Pizza Hut,Pizza,Chinese,1,1232.45,Wallet,12,2025-07-19,285,Inactive,5,2024-12-16,Cancelled
3867,Female,Adult,Islamabad,2025-02-08,2024-02-12,Burger King,Pizza,Chinese,4,1472.53,Card,1,2025-07-06,266,Active,3,2024-10-29,Delayed
3868,Other,Senior,Peshawar,2023-07-09,2024-03-12,Subway,Burger,Fast Food,4,1498.99,Card,17,2025-07-20,307,Active,5,2025-08-05,Delayed
3869,Male,Teenager,Multan,2025-06-04,2024-03-12,McDonald's,Burger,Italian,2,1156.48,Cash,15,2025-03-30,374,Inactive,4,2024-12-18,Delayed
3870,Male,Teenager,Lahore,2024-11-04,2024-03-12,Subway,Burger,Continental,4,966.96,Card,11,2024-09-21,360,Inactive,4,2025-07-21,Cancelled
3871,Male,Teenager,Karachi,2023-09-14,2024-03-12,KFC,Pizza,Continental,5,1463.8,Card,35,2025-12-05,290,Inactive,3,2024-10-20,Delayed
3872,Female,Senior,Karachi,2024-02-03,2024-03-12,KFC,Pizza,Continental,4,410.46,Wallet,10,2025-04-24,131,Inactive,5,2025-07-24,Cancelled
